Word,POS,NER
ইনটেলিজেন্স,NNC,B-OTH
মানুষকে,NNC,B-PER
কাজ,NNC,B-OTH
থেকে,PP,B-OTH
দূরে,NNC,B-OTH
সরিয়ে,VNF,B-OTH
দিচ্ছে।,VF,B-OTH
সংস্কৃতি,NNP,B-ORG
মন্ত্রণালয়ে,NNC,I-ORG
সচিব,NNC,B-PER
মো,NNP,B-PER
বদরুল,NNP,I-PER
আরেফিন,NNP,I-PER
বলেন,VF,B-OTH
আমরা,PRO,B-OTH
৭,QF,B-D&T
মার্চের,NNP,I-D&T
ভাষণের,NNC,B-OTH
কপিরাইট,NNC,B-OTH
পাওয়ার,NNC,B-OTH
চিঠিটি,NNC,B-OTH
ইতোমধ্যে,ADV,B-OTH
হাতে,NNC,B-OTH
পেয়েছি।,VF,B-OTH
এইসব,DET,B-OTH
ট্র্যাকার,NNC,B-OTH
সংস্থাগুলোর,NNC,B-ORG
তালিকায়,NNC,B-OTH
প্রথম,ADJ,B-NUM
দশে,QF,B-NUM
রয়েছে,VF,B-OTH
মার্কিন,ADJ,B-GPE
কোম্পানিগুলো।,NNC,B-ORG
মঙ্গলবার,NNP,B-D&T
১৫,PUNCT,B-OTH
নভেম্বর,NNP,B-D&T
সকাল,NNC,B-D&T
১০টায়,QF,I-D&T
ডিএমপি,NNP,B-ORG
কমিশনারের,NNC,B-PER
কার্যালয়ে,NNC,B-LOC
আসেন,VF,B-OTH
বিএনপির,NNP,B-ORG
সাত,QF,B-NUM
সদস্য,NNC,B-PER
বিশিষ্ট,ADJ,B-OTH
প্রতিনিধি,NNC,B-OTH
দল।,NNC,B-OTH
ল,NNC,B-D&T
৪টায়,QF,I-D&T
ইউএস,NNP,B-ORG
বাংলা,NNP,I-ORG
এয়ারলাইন্সের,NNP,I-ORG
একটি,QF,B-NUM
সাম্প্রতিক,ADJ,B-OTH
সাম্প্রদায়িক,ADJ,B-OTH
আক্রমণ,NNC,B-OTH
নিয়ে,PP,B-OTH
এক,QF,B-NUM
প্রশ্নের,NNC,B-OTH
জবাবে,NNC,B-OTH
তিনি,PRO,B-OTH
বলেন,VF,B-OTH
ইইউ,NNP,B-ORG
এ,DET,B-OTH
বিষয়ে,NNC,B-OTH
দৃষ্টি,NNC,B-OTH
রেখে,VNF,B-OTH
যাচ্ছে।,VF,B-OTH
প্রধানমন্ত্রী,NNC,B-PER
বলেন,VF,B-OTH
আজকে,NNC,B-D&T
সারা,ADJ,B-OTH
বিশ্বব্যাপী,NNC,B-OTH
গ্যাস,NNC,B-OTH
তেল,NNC,B-OTH
কয়লা,NNC,B-OTH
সবকিছুর,PRO,B-OTH
দাম,NNC,B-OTH
বেড়ে,VNF,B-OTH
যাওয়াতে,VNF,B-OTH
এখন,ADV,B-OTH
বিদ্যুৎ,NNC,B-OTH
উৎপাদনও,NNC,B-OTH
ব্যাহত,ADJ,B-OTH
হচ্ছে।,VF,B-OTH
ভিডিওতে,NNC,B-OTH
দেখা,NNC,B-OTH
যায়,VF,B-OTH
‘জয়মালা’,PUNCT,B-OTH
অনুষ্ঠান,NNC,B-EVENT
চলছে।,VF,B-OTH
করোনাভাইরাসের,NNP,B-MISC
বিরুদ্ধে,PP,B-OTH
লড়াইয়ে,NNC,B-OTH
বাংলাদেশসহ,NNP,B-GPE
বিশ্বের,NNC,B-OTH
৫৭টি,QF,B-NUM
দেশে,NNC,B-OTH
সাহায্যের,NNC,B-OTH
হাত,NNC,B-OTH
বাড়িয়ে,VNF,B-OTH
দিয়েছে,VF,B-OTH
তুরস্ক।,NNP,B-GPE
তারকা,ADJ,B-OTH
দম্পতিও,NNC,B-PER
মোস্তফা,NNP,B-PER
সরয়ার,NNP,I-PER
ফারুকী,NNP,I-PER
ও,CONJ,B-OTH
নুসরাত,NNP,B-PER
ইমরোজ,NNP,I-PER
তিশা।,NNP,I-PER
ইসলাম,NNP,B-MISC
এবং,CONJ,B-OTH
খ্রীষ্টধর্ম,NNP,B-OTH
দুটোই,QF,B-NUM
গোঁড়া,ADJ,B-OTH
লাগে,VF,B-OTH
বলে,ADV,B-OTH
দলে,NNC,B-OTH
দলে,NNC,B-OTH
সাহেব,NNC,B-PER
শ্রীকৃষ্ণের,NNP,B-PER
হাত,NNC,B-OTH
ধরে,VNF,B-OTH
হিন্দু,NNP,B-MISC
ধর্মে,NNC,B-OTH
প্রবেশ,NNC,B-OTH
করছে।,VF,B-OTH
বিশেষজ্ঞরা,NNC,B-PER
বলছেন,VF,B-OTH
জলবায়ু,NNC,B-OTH
পরিবর্তনের,NNC,B-OTH
কারণে,PP,B-OTH
বিভিন্ন,ADJ,B-OTH
অঞ্চলে,NNC,B-OTH
আবহাওয়ার,NNC,B-OTH
অস্বাভাবিক,ADJ,B-OTH
আচরণ,NNC,B-OTH
ঘটে,VNF,B-OTH
চলেছে।,VF,B-OTH
৩০,QF,B-D&T
জুন,NNP,I-D&T
২০১১,QF,I-D&T
তারিখে,NNC,B-OTH
প্রবর্তিত,ADJ,B-OTH
বাংলাদেশের,NNP,B-GPE
সংবিধানের,NNC,B-OTH
মাত্রাতিরিক্ত,ADJ,B-OTH
আর্সেনিক,NNC,B-OTH
দ্বারা,PP,B-OTH
দূষিত,ADJ,B-OTH
খাবার,NNC,B-OTH
পানির,NNC,B-OTH
দীর্ঘকাল,NNC,B-OTH
পানই,NNC,B-OTH
আর্সেনিক,NNP,B-OTH
বিষক্রিয়ার,NNC,B-OTH
প্রধান,ADJ,B-OTH
কারণ।,NNC,B-OTH
শুভ,NNC,B-OTH
কামনা,NNC,B-OTH
সবার,PRO,B-OTH
জন্য,PP,B-OTH
কষ্ট,NNC,B-OTH
করে,VNF,B-OTH
পড়ার,NNC,B-OTH
জন্য,PP,B-OTH
ধন্যবাদ।,NNC,B-OTH
১০,OTH,B-NUM
সাহরিতে,NNC,B-OTH
খেতে,VNF,B-OTH
পারেন,VF,B-OTH
দুধ–কলা–ভাত,NNC,B-OTH
কিংবা,CONJ,B-OTH
১,QF,B-NUM
কাপ,NNC,B-OTH
ননি,ADJ,B-OTH
তোলা,ADJ,B-OTH
বা,CONJ,B-OTH
লো,ADJ,B-OTH
ফ্যাট,ADJ,B-OTH
দুধ,NNC,B-OTH
বা,CONJ,B-OTH
টকদই।,NNC,B-OTH
সাইড,NNC,B-OTH
ইফেক্ট,NNC,B-OTH
হিসেবে,PP,B-OTH
দুর্বল,ADJ,B-OTH
লাগতে,VNF,B-OTH
পারে।,VF,B-OTH
জাতীয়,ADJ,B-ORG
প্রেস,NNC,I-ORG
ক্লাবের,NNC,I-ORG
যুগ্ম,ADJ,B-PER
সাধারণ,ADJ,I-PER
সম্পাদক,NNC,I-PER
আইয়ুব,NNP,B-PER
ভূঁইয়া,NNP,I-PER
বিষয়টি,NNC,B-OTH
জাগো,NNC,B-ORG
নিউজকে,NNP,I-ORG
নিশ্চিত,ADJ,B-OTH
করেন।,VF,B-OTH
রোববার,NNP,B-D&T
জাতীয়,NNP,B-ORG
প্রেস,NNP,I-ORG
ক্লাবে,NNP,I-ORG
ভাসানী,NNP,B-ORG
ঐক্যজোট,NNP,I-ORG
আয়োজিত,ADJ,B-OTH
আলোচনা,NNC,B-OTH
সভায়,NNC,B-EVENT
প্রধান,ADJ,B-PER
অতিথির,NNC,I-PER
বক্তব্যে,NNC,B-OTH
তিনি,PRO,B-OTH
এ,DET,B-OTH
কথা,NNC,B-OTH
বলেন।,VF,B-OTH
কুয়েট,NNP,B-ORG
ছাত্রলীগনেতা,NNP,B-ORG
সাদমান,NNP,B-PER
নাহিয়ান,NNP,I-PER
সেজান,NNP,I-PER
বলেন,VF,B-OTH
‘ছেলেটি,PUNCT,B-OTH
তাবলীগ,NNP,B-ORG
জামাতের,NNC,I-ORG
সঙ্গে,PP,B-OTH
জড়িত,ADJ,B-OTH
ছিল।,VF,B-OTH
ফিজি,NNP,B-ORG
,PUNCT,B-OTH
১২০,QF,B-NUM
দিনের,NNC,B-UNIT
জন্য,PP,B-OTH
ভিসা,NNC,B-OTH
ফ্রি।,ADJ,B-OTH
থ্যালাসেমিয়া,NNP,B-ORG
ফাউন্ডেশন,NNP,I-ORG
হাসপাতালের,NNC,I-ORG
পরিচালক,NNC,B-PER
মেডিকেল,PUNCT,B-OTH
সার্ভিস,NNP,B-ORG
ডা,NNP,B-PER
সাজিয়া,NNP,I-PER
ইসলাম,NNP,I-PER
জাগো,NNP,B-OTH
নিউজকে,NNP,B-PER
জানান,VF,B-OTH
থ্যালাসেমিয়া,NNP,B-MISC
রক্তের,NNC,B-OTH
একটি,QF,B-NUM
মারাত্মক,ADJ,B-OTH
রোগ।,NNC,B-OTH
ছবিতে,NNC,B-OTH
নাখচিভানের,NNP,B-LOC
খানদের,NNP,B-PER
প্রাসাদ,NNC,B-OTH
দেখা,NNC,B-OTH
যাচ্ছে।,VF,B-OTH
শোনে,VF,B-OTH
না,ADV,B-OTH
হোসনে,NNP,B-OTH
বিবি,NNC,B-PER
বজ্রমুষ্ঠি,NNC,B-OTH
প্রাণপ্রিয়া।,NNC,B-OTH
চলতি,ADJ,B-OTH
সপ্তাহে,NNC,B-OTH
আগের,ADJ,B-OTH
দামেই,NNC,B-OTH
বিক্রি,NNC,B-OTH
হচ্ছে,VF,B-OTH
ব্রয়লারসহ,NNP,B-OTH
সব,DET,B-OTH
ধরনের,NNC,B-OTH
মুরগি।,NNC,B-OTH
এ,DET,B-OTH
মামলার,NNC,B-OTH
অপর,ADJ,B-OTH
আসামি,NNC,B-PER
জাতীয়তাবাদী,NNP,B-ORG
ছাত্রদলের,NNP,I-ORG
সাবেক,ADJ,B-OTH
যুগ্ম,ADJ,B-PER
সম্পাদক,NNC,I-PER
মফিজুর,NNP,B-PER
রহমান,NNP,I-PER
আশিক।,NNP,I-PER
প্রধানমন্ত্রী,NNC,B-PER
বলেন,VF,B-OTH
জীবনের,NNC,B-OTH
ঝুঁকি,NNC,B-OTH
নিয়ে,PP,B-OTH
জঙ্গিবাদ,NNC,B-OTH
দমনে,NNC,B-OTH
সাহসী,ADJ,B-OTH
ভূমিকা,NNC,B-OTH
রেখেছে,VF,B-OTH
র‌্যাব।,NNP,B-ORG
সহকারী,ADJ,B-PER
শিক্ষক,NNC,I-PER
রাজিয়া,NNP,B-PER
সুলতানা,NNP,I-PER
স্মৃতি,NNP,I-PER
এ,DET,B-OTH
বিষয়ে,NNC,B-OTH
বলেন,VF,B-OTH
প্রধান,PUNCT,B-OTH
শিক্ষকের,NNC,B-PER
মানসিক,ADJ,B-OTH
টর্চারে,NNC,B-OTH
আমরা,PRO,B-OTH
অতিষ্ঠ।,ADJ,B-OTH
লেখা,NNC,B-OTH
হলো,VF,B-OTH
আরেকটি,ADJ,B-OTH
ইংলিশ,ADJ,B-GPE
রূপকথা,NNC,B-OTH
শিক্ষাগত,ADJ,B-OTH
যোগ্যতা,NNC,B-OTH
ও,CONJ,B-OTH
অভিজ্ঞতা,NNC,B-OTH
,PUNCT,B-OTH
কোনো,DET,B-OTH
স্বীকৃত,ADJ,B-OTH
বোর্ড,NNC,B-ORG
থেকে,PP,B-OTH
মাধ্যমিক,NNP,B-OTH
স্কুল,NNP,B-OTH
সার্টিফিকেট,NNP,B-MISC
বা,CONJ,B-OTH
সমমানের,NNC,B-OTH
পরীক্ষায়,NNC,B-OTH
উত্তীর্ণ।,ADJ,B-OTH
রাতে,NNC,B-D&T
তিনি,PRO,B-OTH
জকিগঞ্জের,NNP,B-GPE
ফয়জে,NNP,B-LOC
আম,NNP,I-LOC
মুন্সিবাজার,NNP,I-LOC
মাদরাসায়,NNP,I-LOC
এক,QF,B-NUM
উলামা,NNC,B-EVENT
সমাবেশে,NNC,I-EVENT
তাঁর,PRO,B-OTH
বক্তব্য,NNC,B-OTH
রাখেন।,VF,B-OTH
জার্মানি,NNP,B-GPE
এবং,CONJ,B-OTH
অন্য,ADJ,B-OTH
ইইউ,NNP,B-ORG
দেশগুলি,NNC,B-OTH
রাশিয়া,NNP,B-GPE
থেকে,PP,B-OTH
তেল,NNC,B-OTH
আমদানি,NNC,B-OTH
করা,NNC,B-OTH
নিয়ে,PP,B-OTH
নিষেধাজ্ঞা,NNC,B-OTH
জারি,NNC,B-OTH
করেছে।,VF,B-OTH
জানা,NNC,B-OTH
গেছে,VF,B-OTH
এমটিএফই,NNP,B-ORG
বাংলাদেশে,NNP,B-GPE
কার্যক্রম,NNC,B-OTH
শুরু,NNC,B-OTH
করে,VF,B-OTH
২০২১,QF,B-D&T
সালে।,NNC,I-D&T
পূর্ব-পাকিস্তানের,NNP,B-LOC
হতভাগ্য,ADJ,B-OTH
লক্ষ,ADJ,B-OTH
লক্ষ,ADJ,B-OTH
মানুষের,NNC,B-PER
প্রতি,PP,B-OTH
আন্তর্জাতিক,ADJ,B-OTH
সমর্থন,NNC,B-OTH
খুব,ADJ,B-OTH
দেরিতে,NNC,B-OTH
এসেছে।,VF,B-OTH
শুধু,ADJ,B-OTH
বাংলাদেশ,NNP,B-GPE
ভারত,NNP,B-GPE
যুক্তরাষ্ট্র,NNP,B-GPE
ও,CONJ,B-OTH
ব্রাজিলে,NNP,B-GPE
চালু,NNC,B-OTH
হয়েছে,VF,B-OTH
চ্যাটজিপিটির,NNC,B-OTH
অ্যান্ড্রয়েড,NNP,B-OTH
ভার্সন।,NNC,B-OTH
নোয়াখালীর,NNP,B-GPE
চাটখিল,NNP,B-EVENT
উপজেলা,NNC,I-EVENT
পরিষদ,NNC,I-EVENT
নির্বাচনে,NNC,I-EVENT
চেয়ারম্যান,NNC,B-PER
পদে,NNC,B-OTH
চলছে,VF,B-OTH
জমজমাট,ADJ,B-OTH
প্রচারণা।,NNC,B-OTH
বরিশালে,NNP,B-GPE
অপহৃত,ADJ,B-OTH
চতুর্থ,ADJ,B-NUM
শ্রেণির,NNC,B-OTH
তিন,QF,B-NUM
মাদ্রাসাছাত্রীকে,NNC,B-PER
অক্ষত,ADJ,B-OTH
অবস্থায়,NNC,B-OTH
মাদারীপুর,NNP,B-GPE
থেকে,PP,B-OTH
উদ্ধার,NNC,B-OTH
হয়েছে।,VF,B-OTH
একই,ADV,B-OTH
সঙ্গে,ADV,B-OTH
শিক্ষার্থীদের,NNC,B-PER
নিরাপত্তার,NNC,B-OTH
স্বার্থে,NNC,B-OTH
আবাসিক,ADJ,B-OTH
হল,NNC,B-OTH
ত্যাগের,NNC,B-OTH
নির্দেশনা,NNC,B-OTH
দিয়ে,VNF,B-OTH
নিরাপদ,ADJ,B-OTH
আবাসস্থলে,NNC,B-OTH
অবস্থানের,NNC,B-OTH
নির্দেশনা,NNC,B-OTH
দেওয়া,NNC,B-OTH
হয়েছে,VF,B-OTH
বিজ্ঞপ্তিতে।,NNC,B-OTH
মসজিদ,NNC,B-ORG
পরিচালনা,NNC,I-ORG
কমিটির,NNC,I-ORG
সেক্রেটারি,NNC,B-PER
জহিরুল,NNP,B-PER
ইসলাম,NNP,I-PER
বলেন,VF,B-OTH
আমি,PRO,B-OTH
শুক্রবার,NNP,B-D&T
অন্য,ADJ,B-OTH
মসজিদে,NNC,B-OTH
নামাজ,NNC,B-OTH
পড়েছি।,VF,B-OTH
লোকসভা,NNC,B-EVENT
নির্বাচনকে,NNC,I-EVENT
সামনে,NNC,B-OTH
রেখে,VNF,B-OTH
দিল্লিতে,NNP,B-GPE
বড়,ADJ,B-OTH
ধাক্কা,NNC,B-OTH
খেয়েছে,VF,B-OTH
কংগ্রেস।,NNP,B-ORG
মুজিব,PUNCT,B-OTH
বাঁধ,NNP,B-LOC
হওয়ার,NNC,B-OTH
ফলে,PP,B-OTH
পাবনা,NNP,B-GPE
জেলা,NNC,B-OTH
খাদ্যে,NNC,B-OTH
উদ্ধৃত।,ADJ,B-OTH
যে,DET,B-OTH
কোনো,DET,B-OTH
বৈষ্ণব-অনুষ্ঠানে,NNC,B-OTH
এই,DET,B-OTH
রাস,NNC,B-OTH
হয়।,VF,B-OTH
পবিত্রতা,NNC,B-OTH
একজন,QF,B-OTH
মুমিনের,NNC,B-PER
জন্য,PP,B-OTH
খুবই,ADJ,B-OTH
গুরুত্বপূর্ণ,ADJ,B-OTH
একটি,QF,B-NUM
বিষয়।,NNC,B-OTH
নাইক্ষ্যংছড়ি,NNP,B-ORG
থানার,NNC,I-ORG
ওসি,NNC,B-PER
শেখ,NNP,B-PER
আলমগীর,NNP,I-PER
জানান,VF,B-OTH
অপহরণের,NNC,B-OTH
ঘটনাস্থল,NNC,B-OTH
বাগিনাঝিরি,NNP,B-LOC
খুবই,ADJ,B-OTH
দুর্গম,ADJ,B-OTH
এবং,CONJ,B-OTH
অনেকটা,ADJ,B-OTH
জনমানবশূন্য,ADJ,B-OTH
।,PUNCT,B-OTH
এর,PRO,B-OTH
আগে,PP,B-OTH
২০১৮,QF,B-D&T
সালে,NNC,I-D&T
নুসরাত,NNP,B-PER
ফারিয়া,NNP,I-PER
কণ্ঠশিল্পী,NNC,B-PER
হিসেবে,PP,B-OTH
আত্মপ্রকাশ,NNC,B-OTH
করেন।,VF,B-OTH
তিনি,PRO,B-OTH
বলেন,VF,B-OTH
এসব,DET,B-OTH
দাবির,NNC,B-OTH
বিষয়ে,NNC,B-OTH
আগামীকাল,NNC,B-D&T
সোমবার,PUNCT,B-OTH
উপাচার্য,NNC,B-PER
স্যারকে,NNC,B-PER
স্মারকলিপি,NNC,B-OTH
দেয়া,NNC,B-OTH
হবে।,VF,B-OTH
মুক্তিযুদ্ধের,NNC,B-EVENT
এক,QF,B-NUM
প্রামাণ্য,ADJ,B-OTH
চিহ্ন,NNC,B-OTH
প্রকাশ,NNC,B-OTH
পায়,VF,B-OTH
ওই,DET,B-OTH
সময়ে,NNC,B-OTH
লেখা,NNC,B-OTH
চিঠিপত্রের,NNC,B-OTH
মাধ্যমে।,PP,B-OTH
ভোক্তাদের,NNC,B-PER
সাথে,PP,B-OTH
কথা,NNC,B-OTH
বলার,NNC,B-OTH
ভঙ্গিতে,NNC,B-OTH
লিখুন।,VF,B-OTH
তিনি,PRO,B-OTH
আরো,ADJ,B-OTH
বলেন,VF,B-OTH
আশরাফুলের,NNP,B-PER
বিরুদ্ধে,PP,B-OTH
তদন্ত,NNC,B-OTH
হচ্ছে।,VF,B-OTH
যুগ্ম,ADJ,B-PER
সম্পাদক,NNC,I-PER
পদে,NNC,B-OTH
প্রার্থী,NNC,B-PER
লড়ছেন—,VF,B-OTH
ফারুক,NNP,B-PER
খান,NNP,I-PER
কামাল,NNP,B-PER
মোশারেফ,NNP,I-PER
মঈনুল,NNP,B-PER
আহসান,NNP,I-PER
নয়ন,NNP,B-PER
মুরাদ,NNP,I-PER
ও,CONJ,B-OTH
পবন,NNP,B-PER
আহমেদ।,NNP,I-PER
পবিত্র,ADJ,B-OTH
আশুরা,NNP,B-EVENT
উপলক্ষে,NNC,B-OTH
রাষ্ট্রপতি,NNC,B-PER
মো,NNP,B-PER
সাহাবুদ্দিন,NNP,I-PER
বাণী,NNC,B-OTH
দিয়েছেন।,VF,B-OTH
এ,DET,B-OTH
বছর,NNC,B-OTH
ঢাকা,NNP,B-ORG
বিশ্ববিদ্যালয়ের,NNP,I-ORG
৪টি,QF,B-NUM
ইউনিটের,NNC,B-OTH
৫,QF,B-NUM
হাজার,QF,I-NUM
৯৬৫,QF,I-NUM
আসনের,NNC,B-OTH
জন্য,PP,B-OTH
মোট,ADJ,B-OTH
আবেদন,NNC,B-OTH
জমা,NNC,B-OTH
পড়েছে,VF,B-OTH
২,QF,B-NUM
লাখ,QF,I-NUM
৭৯,QF,I-NUM
হাজার,QF,I-NUM
২টি।,QF,I-NUM
দেশের,NNC,B-OTH
বাজারে,NNC,B-OTH
কেরোসিন,NNC,B-OTH
ডিজেল,NNC,B-OTH
পেট্রল,NNC,B-OTH
অকটেনের,NNC,B-OTH
দাম,NNC,B-OTH
৫,QF,B-NUM
টাকা,NNC,B-UNIT
করে,VNF,B-OTH
কমিয়েছে,VF,B-OTH
সরকার।,NNC,B-ORG
বিভিন্ন,ADJ,B-OTH
পাবলিক,ADJ,B-OTH
ও,CONJ,B-OTH
প্রাইভেট,ADJ,B-ORG
বিশ্ববিদ্যালয়ের,NNC,B-ORG
৭৬,QF,B-NUM
জন,NNC,B-OTH
শিক্ষার্থী,NNC,B-PER
৬০,QF,B-NUM
দিনব্যাপী,ADV,B-OTH
এ,DET,B-OTH
প্রোগ্রামে,NNC,B-OTH
অংশ,NNC,B-OTH
নিচ্ছেন।,VF,B-OTH
সংশ্লিষ্ট,ADJ,B-OTH
সূত্রে,NNC,B-OTH
জানা,NNC,B-OTH
গেছে,VF,B-OTH
ইকবাল,NNP,B-PER
মাহমুদ,NNP,I-PER
চৌধুরী,NNP,I-PER
মেজর,NNC,B-PER
হিসেবে,PP,B-OTH
এক-এগারোর,QF,B-NUM
সময়,NNC,B-OTH
সেনাবাহিনীর,NNC,B-ORG
চাকরি,NNC,B-OTH
থেকে,PP,B-OTH
অবসর,NNC,B-OTH
নেন।,VF,B-OTH
তিনি,PRO,B-OTH
বলেন,VF,B-OTH
সব,ADJ,B-OTH
দেশেরই,NNC,B-OTH
রাষ্ট্রীয়,ADJ,B-OTH
গোপনীয়তা,NNC,B-OTH
আছে,VF,B-OTH
সেই,DET,B-OTH
গোপন,ADJ,B-OTH
তথ্য,NNC,B-OTH
চাইলেই,VNF,B-OTH
রাষ্ট্র,NNC,B-OTH
দিতে,VNF,B-OTH
পারে,VF,B-OTH
না।,ADV,B-OTH
পূর্ববিরোধ,NNC,B-OTH
ও,CONJ,B-OTH
আধিপত্য,NNC,B-OTH
বিস্তারের,NNC,B-OTH
জেরে,NNC,B-OTH
পাবনার,NNP,B-GPE
সাঁথিয়ায়,NNP,B-LOC
দুপক্ষের,NNC,B-OTH
মধ্যে,PP,B-OTH
সংঘর্ষে,NNC,B-OTH
এক,QF,B-NUM
ব্যক্তি,NNC,B-PER
নিহত,ADJ,B-OTH
ও,CONJ,B-OTH
১০,QF,B-NUM
জন,NNC,B-OTH
আহত,ADJ,B-OTH
হয়েছে।,VF,B-OTH
রাজা,NNC,B-PER
ভদ্রসেনকে,NNP,B-PER
হত্যা,NNC,B-OTH
করেছিলেন,VF,B-OTH
তার,PRO,B-OTH
নিজের,PRO,B-OTH
ভাই।,NNC,B-PER
নিহত,ADJ,B-OTH
জামাল,NNP,B-PER
হোসেন,NNP,I-PER
ও,CONJ,B-OTH
হাছনা,NNP,B-PER
আক্তার,NNP,I-PER
পলি,NNP,B-LOC
আলকরা,NNP,I-LOC
ইউনিয়নের,NNC,B-OTH
বাসিন্দা।,NNC,B-PER
ভ্রমণ,ADJ,B-OTH
ভিসায়,NNC,B-OTH
অনভিজ্ঞরা,NNC,B-OTH
কাজের,NNC,B-OTH
সন্ধানে,NNC,B-OTH
আমিরাত,NNP,B-GPE
যাওয়ায়,VNF,B-OTH
অনেক,ADJ,B-OTH
ক্ষেত্রে,NNC,B-OTH
তাদের,PRO,B-OTH
নিয়োগ,NNC,B-OTH
দেওয়া,NNC,B-OTH
সম্ভব,ADJ,B-OTH
হয়,VF,B-OTH
না।,ADV,B-OTH
ও,INTJ,B-OTH
ভাই,NNC,B-PER
শোনো,VF,B-OTH
আমি,PRO,B-OTH
যদি,CONJ,B-OTH
ত্রাণ,NNC,B-PER
শরণার্থী,NNC,I-PER
ও,CONJ,I-PER
প্রত্যাবাসন,NNC,I-PER
কমিশনার,NNC,I-PER
আবুল,NNP,B-PER
কালাম,NNP,I-PER
বলেন,VF,B-OTH
‘এখন,PUNCT,B-OTH
আমাদের,PRO,B-OTH
সঙ্গে,PP,B-OTH
সমন্বয়,NNC,B-OTH
করা,NNC,B-OTH
প্রায়,ADJ,B-OTH
১৩০টি,QF,B-NUM
এনজিও,NNC,B-ORG
রয়েছে।,VF,B-OTH
পবিত্র,ADJ,B-OTH
ঈদুল,NNP,B-EVENT
ফিতরের,NNP,I-EVENT
নামাজ,NNC,B-OTH
,PUNCT,B-OTH
ঈদের,NNC,B-EVENT
নামাজ,NNC,B-OTH
দুই,QF,B-NUM
রাকাত।,NNC,B-OTH
দেশপ্রেমিক,ADJ,B-PER
বঙ্গবন্ধু,NNP,B-PER
নিপীড়িত,ADJ,B-OTH
নির্যাতিত,ADJ,B-OTH
মানুষের,NNC,B-PER
মুক্তির,NNC,B-OTH
আলোকবর্তিকা,NNC,B-OTH
হয়ে,VNF,B-OTH
তিনি,PRO,B-OTH
বিশ্বকে,NNC,B-OTH
আলোকময়,ADJ,B-OTH
করেছেন,VF,B-OTH
সর্বদাই,ADV,B-OTH
নিপীড়িত,ADJ,B-OTH
মানুষের,NNC,B-PER
কথা,NNC,B-OTH
ভেবেছেন।,VF,B-OTH
আইইএলটিএসের,NNP,B-OTH
ধরন,NNC,B-OTH
ও,CONJ,B-OTH
পরীক্ষা,NNC,B-OTH
পদ্ধতি,NNC,B-OTH
টাকা,NNC,B-OTH
লেনদেনকে,NNC,B-OTH
কেন্দ্র,NNC,B-OTH
করে,VNF,B-OTH
কাতারে,NNP,B-GPE
এক,QF,B-NUM
প্রবাসী,NNC,B-PER
বাংলাদেশি,ADJ,B-GPE
যুবক,NNC,B-PER
গত,ADJ,B-D&T
মঙ্গলবার,NNP,I-D&T
খুন,NNC,B-OTH
হয়েছেন।,VF,B-OTH
এতে,ADV,B-OTH
আলুক্ষেত,NNC,B-OTH
নিয়ে,PP,B-OTH
চরম,ADJ,B-OTH
দুঃশ্চিন্তায়,NNC,B-OTH
